	unique_id	cof_paras
2401	2401	"['This said, the ""translation"" of scientific evidence into health policy is a complex process that is subject to inertia and cultural impediments (#AUTHOR_TAG, Hawkins, and Parkhurst 2013).', 'FIGO now states ""neither society, nor members of the health care team responsible for counseling women, have the right to impose their religious or cultural convictions regarding abortion on those whose attitudes are different"" (FIGO 2013, 104) and concludes that ""the Committee recommend[s] that after appropriate counselling, a woman [has] the right to have access to medical or surgical induced abortion, and that the health care service [has] an obligation to provide such services as safely as possible"" (FIGO 2013, 105;Erdman et al. 2013).', 'But also here, in addition to philosophical motives, pragmatic motives have been operating: Another important objective of FIGO was to lift abortion out of clandestine illegal activity, to let it be performed in medically correct conditions and so ensure that abortion is safe and accessible.']"
2402	2402	"['The #AUTHOR_TAG and Black (2013) article exhaustively reviews all extant data in ""permissive"" countries on reported cases of granted and refused assisted dying']"
2403	2403	"['We also endeavour to show a high level of respect for the person concerned, for the importance of his or her life and significance of his or her death, and for his or her choice of the time and manner of dying.', 'This is in line with Dutch epidemiological data (Swarte et al. 2003).', ""The family's appreciation is usually manifest, even when, as is often the case, they have had prior reservations about euthanasia."", 'This experience is confirmed by a Dutch qualitative study of the psychological and philosophical aspects of euthanasia requests (#AUTHOR_TAG 2010).', 'Another satisfaction, and one we share with many Benelux oncologists, is the (admittedly so far statistically unproven) impression that patients who are assured euthanasia if and when they judge the time has come tend to live longer than their counterparts dying conventionally.', 'For example, some patients agree to lifeprolonging treatment only on condition that, if nontolerated adverse effects occur, they will be granted euthanasia.', ""One of author JB's patients testified to this in a documentary: She accepted whole-brain irradiation for multiple cancer metastases only on that condition and lived for almost another year (Van de Velde 2012). 2 For author WD, euthanasia is above all a choice by a competent and well-informed patient (and not a decision by the physician), so that all the doctor has to do is decide for himself or herself whether to participate-that is, to be instrumentally and actively involved in the process of euthanasia."", 'For him, to help a patient die is deeply moving and has a life-intensifying and sacred dimension.', 'JB, an atheist, feels drained after euthanasia, but relieved, and satisfied to have served autonomy and quality of life, which in the framework of his progressive evolutionary worldview (Bernheim 1999a;Heylighen and Bernheim 2000a, b) has a transcendental meaningfulness.', 'For him, euthanasia feels much like delivering a baby.', ""In your experience, do personal worldview, values, and beliefs determine physicians' attitudes towards euthanasia and its practice?""]"
2404	2404	"['However, this pluralism is more than institutional: It has also been internalised at an individual level by much of the population.', '(Secular humanism is understood here to be as that suggested by writers such as H.T. Engelhardt, a physician and a philosopher: an ethics of separation between the personal and the public domain, a core ethics originating in the Enlightenment, positing a common language between ""moral foreigners"" [Engelhardt 1991].)', 'Other indications of this abound.', 'Many Catholic intellectuals (e.g., #AUTHOR_TAG 2001) and health care workers (as well as much of the general public) hold individual autonomy and responsibility in the highest esteem.', 'Catholic physicians (most of whom prefer to call themselves ""Christian"" when given the choice) abbreviate lives no less than their free-thinking colleagues when it is upon patients\' request, and they tend to do less (compassionate) life abbreviation without explicit request (Deliens et al. 2000;Bernheim 2002).', 'The philosopher Leo Apostel\'s ""atheistic religiosity"" was seminal in this respect (Apostel 1998).', 'In May 2013, Christian de Duve, an emeritus professor of the Universitͩ Catholique de Louvain and Nobel laureate of medicine, ailing but not moribund, chose ""rational"" death by euthanasia at the age of 95 after giving a valedictory interview announcing and justifying his decision.']"
2405	2405	"['However, this pluralism is more than institutional: It has also been internalised at an individual level by much of the population.', '(Secular humanism is understood here to be as that suggested by writers such as H.T. Engelhardt, a physician and a philosopher: an ethics of separation between the personal and the public domain, a core ethics originating in the Enlightenment, positing a common language between ""moral foreigners"" [Engelhardt 1991].)', 'Catholic physicians (most of whom prefer to call themselves ""Christian"" when given the choice) abbreviate lives no less than their free-thinking colleagues when it is upon patients\' request, and they tend to do less (compassionate) life abbreviation without explicit request (Deliens et al. 2000;Bernheim 2002).', 'It is probable that this Catholic modernity is connected with the enthusiasm for the concept of ""personalism"" as proposed by Catholic thinkers such as #AUTHOR_TAG (1949), Ladri��re (2004), Janssens (1957, Dondeyne (1974), andSchillebeeckx (1982) at the Dutch-and French-language Catholic universities of Leuven/Louvain, who together have trained about half of Belgian physicians.', 'The philosopher Leo Apostel\'s ""atheistic religiosity"" was seminal in this respect (Apostel 1998).', 'In May 2013, Christian de Duve, an emeritus professor of the Universitͩ Catholique de Louvain and Nobel laureate of medicine, ailing but not moribund, chose ""rational"" death by euthanasia at the age of 95 after giving a valedictory interview announcing and justifying his decision.']"
2406	2406	"['However, this pluralism is more than institutional: It has also been internalised at an individual level by much of the population.', '(Secular humanism is understood here to be as that suggested by writers such as H.T. Engelhardt, a physician and a philosopher: an ethics of separation between the personal and the public domain, a core ethics originating in the Enlightenment, positing a common language between ""moral foreigners"" [Engelhardt 1991].)', 'Other indications of this abound.', 'Catholic physicians (most of whom prefer to call themselves ""Christian"" when given the choice) abbreviate lives no less than their free-thinking colleagues when it is upon patients\' request, and they tend to do less (compassionate) life abbreviation without explicit request (Deliens et al. 2000;Bernheim 2002).', 'The philosopher Leo Apostel\'s ""atheistic religiosity"" was seminal in this respect (#AUTHOR_TAG 1998).', 'In May 2013, Christian de Duve, an emeritus professor of the Universitͩ Catholique de Louvain and Nobel laureate of medicine, ailing but not moribund, chose ""rational"" death by euthanasia at the age of 95 after giving a valedictory interview announcing and justifying his decision.']"
2407	2407	"['The illegality of life-ending of minors, an empirical reality (Provoost et al. 2005;Pousset et al. 2010), became somewhat less problematic when in February 2014 the Belgian parliament enacted an extension of the euthanasia law to ""capable"" adolescents (Moniteur Belge 2014).', 'Similar to the concept of so-called ""Gillick"" competence (#AUTHOR_TAG 2006) in the English common law (where the cut-off is 16 years), for children under 12 their parents are entrusted with decisions, but requests of euthanasia by adolescents who are judged to be capable of making their own decisions can be honoured in the Netherlands since 2002.', 'Only a handful are known to have occurred.', 'After extensive hearings, a majority consensus emerged in the Belgian Senate that some children, especially after a long disease history with an illness such as leukaemia, could be considered competent to make valid requests if, after professional psychological consultation, so judged by the caregiving team.', 'Euthanasia has become legal in case of refractory physical suffering if the minor is determined competent by a panel of professional caregivers and the parents agree.', 'On the basis of a favourable experience with euthanasia in refractory suffering by mental illness, proponents had argued for also including mental illness.', 'There is casuistic evidence that suicidal adult refractory psychiatric patients, after having been assured that a request of euthanasia might at some time in the future be honoured, refrained from further suicidal attempts and did not during a follow-up of several years demand euthanasia.', 'The assurance of a desired death when they would judge the time had come apparently sufficed to keep them alive (Callebert, Van Audenhove, and De Coster 2012).', 'For adolescent psychiatric patients it was surmised that the mere possibility of euthanasia could reduce the alarming rate of suicide among children and adolescents.', 'In the end, refractory mental suffering was excluded because at the age of 18 a mental condition cannot have been treated long enough to be judged hopeless.', 'Christian-democrat spokespersons opposed the extension, wanted a cut-off at age 15 and insisted on emphasising the relational dimension of endof-life decision-making, with more legally enforced involvement of the family and all caregivers.', 'The law was enacted in February 2014, with 86 votes in favour, 44 opposed, and 12 abstentions, an almost identical majority as the 2002 law for adults, and most Christian-democrats and the extreme-right parties still dissenting.', 'This extension of the law to capable adolescents has been denounced as a ""logical"" slippery slope effect in much of the world media.', 'Critics often misunderstood or misrepresentated the actual changes to the law and disregarded that, everywhere, capable adolescents already can refuse further life-sustainng treatment, and do so frequently (Pousset et al. 2010).', 'They probably also included people who would not have disputed the competency for self-determination of e.g.', 'Anne Frank, another child who impressively matured under conditions of existential threat.']"
2408	2408	"['The relationship between euthanasia and spiritual or existential caregiving to the patient has been examined in a study involving the last three months of life of patients of a representative panel of Belgian general practitioners (Van den Block et al. 2009).', 'When euthanasia was performed, there was clear evidence of exceptionally high levels of spiritual or existential care.', 'Religious or existential care is therefore not excluded at all from the care of people who request euthanasia but, rather, connected to it.', 'Since in Belgium, which predominantly has a Catholic tradition, this type of care is more often religious than secular, we can infer that religious beliefs often do not, as a matter of course, restrain many patients from presenting requests for euthanasia.', 'A new development is what we term ""solemn or ceremonial"" euthanasia, carried out at a predetermined time and place, among family loved ones and sometimes also in the presence of a pastor who has administered the last rites.', 'For example, a recent documentary followed a cancer patient over the last six months of her life in palliative care and ends with her euthanasia in the supportive company of her family and friends that takes place in her home and is carried out by her general practitioner (GP) and palliative care nurse (Lanssens 2011).', 'Another documentary showed a 90-year-old woman with refractory cancer symptoms preparing to undergo euthanasia and her interactions prior to doing so with Dr. Marc Desmet, a respected Belgian palliative care physician who is also a Jesuit priest (Gilsenan 2012).', 'Applying Anamnestic Comparative Self Assessment (ACSA), a method to let respondents construct a personal scale of subjective well-being (Bernheim 1999b;#AUTHOR_TAG, Hofmans;, as an instrument of spiritual care, Desmet asks his patient what was the happiest time in her life.', '""Assisting my parents to die at home,"" she replies.', 'Patient and doctor communicate warmly.', ""When Dr. Desmet is asked by the interviewer Alan Gilsenan whether his religious beliefs are not an obstacle to granting euthanasia, the physician points out that according to Christian tradition one's conscience and compassion trump doctrine."", 'He will entrust the patient to a colleague rather than performing the euthanasia himself, but he will accompany his patients ""as far as he can go.""', 'Dr. Desmet had previously debated author JB and written a book opposing euthanasia (Desmet 2000).', 'He now heads the ethics group of the Flemish Association for Palliative Care (Vanden Berghe et al. 2013).']"
2409	2409	"['The overall thrust of our response is that careful euthanasia is simply the continuation of our medical practice and that we find satisfaction in respecting the explicit and well-considered wish of the patient, which in Belgium is possible in full conformity with the law.', 'We also endeavour to show a high level of respect for the person concerned, for the importance of his or her life and significance of his or her death, and for his or her choice of the time and manner of dying.', 'This is in line with Dutch epidemiological data (#AUTHOR_TAG et al. 2003).', ""The family's appreciation is usually manifest, even when, as is often the case, they have had prior reservations about euthanasia."", 'This experience is confirmed by a Dutch qualitative study of the psychological and philosophical aspects of euthanasia requests (Kimsma 2010).', 'Another satisfaction, and one we share with many Benelux oncologists, is the (admittedly so far statistically unproven) impression that patients who are assured euthanasia if and when they judge the time has come tend to live longer than their counterparts dying conventionally.', 'For example, some patients agree to lifeprolonging treatment only on condition that, if nontolerated adverse effects occur, they will be granted euthanasia.', ""One of author JB's patients testified to this in a documentary: She accepted whole-brain irradiation for multiple cancer metastases only on that condition and lived for almost another year (Van de Velde 2012). 2 For author WD, euthanasia is above all a choice by a competent and well-informed patient (and not a decision by the physician), so that all the doctor has to do is decide for himself or herself whether to participate-that is, to be instrumentally and actively involved in the process of euthanasia."", 'JB, an atheist, feels drained after euthanasia, but relieved, and satisfied to have served autonomy and quality of life, which in the framework of his progressive evolutionary worldview (Bernheim 1999a;Heylighen and Bernheim 2000a, b) has a transcendental meaningfulness.', ""In your experience, do personal worldview, values, and beliefs determine physicians' attitudes towards euthanasia and its practice?""]"
2410	2410	['Also because too many cases were not reported to the Control and Evaluation Commission, It was concluded that there is more need for more continued education of Belgian physicians (#AUTHOR_TAG et al. 2012).', 'Such cases are have not given rise to complaints or prosecutions, and probably so rare that they have not affected public satisfaction with the Belgian model. 8']
2411	2411	"['However, this pluralism is more than institutional: It has also been internalised at an individual level by much of the population.', '(Secular humanism is understood here to be as that suggested by writers such as H.T. Engelhardt, a physician and a philosopher: an ethics of separation between the personal and the public domain, a core ethics originating in the Enlightenment, positing a common language between ""moral foreigners"" [Engelhardt 1991].)', 'Catholic physicians (most of whom prefer to call themselves ""Christian"" when given the choice) abbreviate lives no less than their free-thinking colleagues when it is upon patients\' request, and they tend to do less (compassionate) life abbreviation without explicit request (Deliens et al. 2000;Bernheim 2002).', 'It is probable that this Catholic modernity is connected with the enthusiasm for the concept of ""personalism"" as proposed by Catholic thinkers such as Mounier (1949), Ladri��re (2004), Janssens (1957, Dondeyne (1974), and#AUTHOR_TAG(1982) at the Dutch-and French-language Catholic universities of Leuven/Louvain, who together have trained about half of Belgian physicians.', 'The philosopher Leo Apostel\'s ""atheistic religiosity"" was seminal in this respect (Apostel 1998).', 'In May 2013, Christian de Duve, an emeritus professor of the Universitͩ Catholique de Louvain and Nobel laureate of medicine, ailing but not moribund, chose ""rational"" death by euthanasia at the age of 95 after giving a valedictory interview announcing and justifying his decision.']"
2412	2412	"['Many physicians state that they ideally prefer to offer the means for suicide rather than to carry out euthanasia, because the autonomy of the patient is thus more in evidence.', 'This may be because they have more trust in the physician doing it right than in themselves.', 'Perhaps the preference of some patients to be passive is underestimated (Bernheim 1996;#AUTHOR_TAG et al. 2009;Roeland et al. 2014).', 'After a long process of persuading the caregiver team to help him die, this advanced pancreatic cancer patient on total parenteral nutrition, but in no physical pain, had been entrusted with, when he decided the time had come, switching a three-way valve himself from his regular perfusion to one with a rapid-flow lethal dose of barbiturates.', 'Not that he had changed his mind: He was adamant that the doctor had to switch the va1lve.', 'Actually, this particular, strong-willed intellectual\'s apparent preference for ""passivity"" may have been ambiguous: It can on the contrary have been a manifestation of active control.', 'Because his suffering had been only mental, not physical, his caregivers had been reluctant to grant him euthanasia.', 'Overcoming their misgivings had given him considerable satisfaction, which was documented in the evolution of his ratings of subjective well-being by Anamnestic Comparative Self Assessment (Bernheim 1999b).', 'A reasonable estimate based on the 2007 study of Belgian patients during the last three months of their lives is that about 30 percent of all deaths (41 percent of all non-sudden deaths) are preceded by organised multidisciplinary palliative care, and that about 2 percent die with euthanasia, half of them after a palliative care pathway (Van den Block et al. 2009). 3', 'Patients by law have a right to palliative care and to request euthanasia, but individual doctors freedom of conscience are always entitled to exercise their right to conscientious objection, and therefore not to participate in any form of assistance to die.', 'The physicians refusing to carry out euthanasia must in due time inform their patient of this, giving also the reasons for their refusal (Article 14 of the Euthanasia Law).', ""If the refusal is on medical grounds, this must be documented in the patient's file."", 'They have a legal duty to refrain from futile medical treatment, but not to engage in euthanasia (Bernheim, Vansweevelt, and Annemans 2014).']"
2413	2413	"['In the United Kingdom, palliative care was introduced with one of its stated aims being to prevent euthanasia (#AUTHOR_TAG 1976).', 'This was not at all so in Belgium: An initial major motive for the introduction of palliative care was also to promote the acceptability of euthanasia (Bernheim 1990(Bernheim , 1996Distelmans 2010).', 'The Belgian founders of palliative care, authors JB and WD and others, deemed euthanasia unethical if it was conducted for lack of adequate palliative care services but supported euthanasia as a means for offering patients real choices.', 'Many, including author AM, rallied to this position.', 'A number of later PC workers tended to be proponents of palliative care only, who opposed euthanasia (e.g., Zuster Lͩontine 1995;Desmet 2000;Gamester and Van den Eynden 2009), and single-issue euthanasia campaigners also emerged across the community.', 'The latter were not opposed to palliative care but only to ""futile palliative doggedness.""', 'They felt that a prolonged dying with palliative care was unacceptable to those suffering individuals who preferred a rapid, self-willed death (Van den Enden 1995).']"
2414	2414	"['In the Netherlands, the estimated percentage of euthanasia cases that are duly reported, as legally required since 2002, increased from 18 percent in 1990 to 41 percent in 1995, 54 percent in 2001, and 80 percent in 2005 (#AUTHOR_TAG et al. 2008).', ""However, this may for instance have occurred for the death struggle of an in extremis suffocating or agitated patient who had previously requested a physician-assisted death, with no time or opportunity to consult a colleague because it happened during the night and in the patient's home."", 'This is just to illustrate that legal regulations cannot capture all clinical situations.', 'On the contrary, in the European Values Study the confidence of Belgians in their health care system rose from 87 percent in 1999 (Halman 1999) to 91.2 percent in 2008, second in Europe only to Iceland (European Values Study 2008).', 'Not that Belgians are uncritical: Over the same interval they increasingly distrusted, for example, politicians, banks, and the Church.']"
2415	2415	['Overall, about half of euthanasia requests are effectively carried out (Van Wesemael et al. 2011), slightly more than in the Netherlands (#AUTHOR_TAG et al. 2005).', 'In 23 percent of cases, the patient had died before euthanasia could be performed, suggesting belated requests, but probably also procedural fastidiousness or procrastination on behalf of some physicians (Van Wesemael et al. 2011).', 'In the Netherlands it was found that patients who were denied euthanasia did not forsake their wish to die, but often subsequently remained silent about it (Pasman et al. 2013).']
2416	2416	"['LAWER, as detected by ""intention,"" is found mainly in Belgium (van der Heide et al. 2003;Chambaere et al. 2010a), Australia (Kuhse et al. 1997), and New Zealand (Mitchell and Owens 2003).', 'In most other countries, physicians would likely deny a wish to hasten death and a similar act would probably be classified as intensified alleviation of pain and symptoms or palliative sedation (van der Heide et al. 2003;Seale 2009).', 'The distinction between the intention of life-ending and compassionate intensification of symptom treatment is often blurred (Douglas, Kerridge, and Ankeny 2008).', 'A reasonable hypothesis is that actual practices are not so different and that these are countries where the culture is more conducive to using the doctrine of double effect (McIntyre 2011).', 'Most importantly, since 1998, the incidence of LAWER has halved in Belgium since the legalisation of euthanasia (Bilsen et al. 2009;Chambaere et al. 2010a), which should allay this concern of a practical slippery slope.', 'Yet one cannot exclude a few objectionable acts, and LAWER, just as palliative sedation, can be problematic when there is no advance directive.', 'An interesting phenomenon is that the liberalisation of euthanasia in the Low Countries seems to have promoted a novel orthodoxy in end-of-life practices and decreased the tolerance for compassionate paternalism when a patient is agonising.', ""In 1934 Dr. Dawson, King George V's personal physician, seems to have had no qualms recording that, in the face of respiratory failure and in the interest of his patient's dignity, he had nudged him over the edge with opiates (#AUTHOR_TAG 1994)."", 'But the pendulum between ""autonomism"" and paternalism may be swinging back: According to some, the current dogma of absolute patient autonomy has overshot and beneficent paternalism at the end of life needs to be reappraised (Roeland et al. 2014).']"
2417	2417	"['Fig. 2 The Belgian model of end-of-life care aiming at ""empowerment"": In the interest of continuity of care to patients the FPCFl tries to train non-specialist caregivers (while offering them and their patients assistance in the form of specialised paramedical home care), so that only exceptionally would specialist palliative care services need to take over care.', 'Such a basic or ""first-line"" model has recently been advocated in the United States (#AUTHOR_TAG and Abernethy 2013).', 'Contrary to LEIF physicians, individual palliative care physicians are not required to accept and practice euthanasia themselves, but at the aggregate level of organisations, just as LEIF, the FPCFl aims to help the patient with all options.']"
2418	2418	"['The illegality of life-ending of minors, an empirical reality (#AUTHOR_TAG et al. 2005;Pousset et al. 2010), became somewhat less problematic when in February 2014 the Belgian parliament enacted an extension of the euthanasia law to ""capable"" adolescents (Moniteur Belge 2014).', 'Similar to the concept of so-called ""Gillick"" competence (Wheeler 2006) in the English common law (where the cut-off is 16 years), for children under 12 their parents are entrusted with decisions, but requests of euthanasia by adolescents who are judged to be capable of making their own decisions can be honoured in the Netherlands since 2002.', 'The assurance of a desired death when they would judge the time had come apparently sufficed to keep them alive (Callebert, Van Audenhove, and De Coster 2012).', 'Christian-democrat spokespersons opposed the extension, wanted a cut-off at age 15 and insisted on emphasising the relational dimension of endof-life decision-making, with more legally enforced involvement of the family and all caregivers.', 'The law was enacted in February 2014, with 86 votes in favour, 44 opposed, and 12 abstentions, an almost identical majority as the 2002 law for adults, and most Christian-democrats and the extreme-right parties still dissenting.', 'This extension of the law to capable adolescents has been denounced as a ""logical"" slippery slope effect in much of the world media.', 'Critics often misunderstood or misrepresentated the actual changes to the law and disregarded that, everywhere, capable adolescents already can refuse further life-sustainng treatment, and do so frequently (Pousset et al. 2010).']"
2419	2419	"['Overall, about half of euthanasia requests are effectively carried out (Van Wesemael et al. 2011), slightly more than in the Netherlands (Jansen-van der Weide et al. 2005).', 'In Belgium only 5 percent were refused, because the legal conditions were not met or because the doctor was a conscientious objecter, and 10 percent of requests were withdrawn.', 'In 23 percent of cases, the patient had died before euthanasia could be performed, suggesting belated requests, but probably also procedural fastidiousness or procrastination on behalf of some physicians (Van Wesemael et al. 2011).', 'Only anecdotal information is available on the extent of refusal because of conscientious objection of caregivers.', 'In the Netherlands it was found that patients who were denied euthanasia did not forsake their wish to die, but often subsequently remained silent about it (#AUTHOR_TAG et al. 2013).', 'However, an unknown but non-negligible number of patients whose request was turned down went on to violent suicide.', 'De Einder, a foundation aiming to prevent this by providing guidance for suicide was created (see http://deeinder.nl/english/), and the Dutch Society for Voluntary Euthanasia recently created mobile professional teams for euthanasia in patients\' homes and an ""End-of-Life Clinic"" (see http://www.nvve.nl/).']"
2420	2420	"['Loss of dignity and independence, affliction with a number of chronic incurable ailments (""chronic multiorgan failure""), together with a sense of having lived one\'s life can constitute a state of existence that is not acceptable to the person concerned, although it may not be ""objectively"" unbearable.', 'Dutch qualitative research has shown that some people who considered ""their life completed"" and requested euthanasia did not themselves call their suffering ""unbearable"" (e.g., they could still read a book or watch television), yet did not want to go on living in their condition (#AUTHOR_TAG et al. 2009).', 'Such situations can be excruciating, irreversible, and hopeless.', 'Euthanasia is then not legal because the diseases are not lethal.', 'It is also problematic that some consider such requests to be the result of a mental disorder that makes the applicant incompetent or confuse profound sadness with clinical depression (Szmukler 2014).']"
2421	2421	"['However, this pluralism is more than institutional: It has also been internalised at an individual level by much of the population.', '(Secular humanism is understood here to be as that suggested by writers such as H.T. Engelhardt, a physician and a philosopher: an ethics of separation between the personal and the public domain, a core ethics originating in the Enlightenment, positing a common language between ""moral foreigners"" [Engelhardt 1991].)', 'Catholic physicians (most of whom prefer to call themselves ""Christian"" when given the choice) abbreviate lives no less than their free-thinking colleagues when it is upon patients\' request, and they tend to do less (compassionate) life abbreviation without explicit request (Deliens et al. 2000;Bernheim 2002).', 'It is probable that this Catholic modernity is connected with the enthusiasm for the concept of ""personalism"" as proposed by Catholic thinkers such as Mounier (1949), Ladri��re (2004), #AUTHOR_TAG (1957, Dondeyne (1974), andSchillebeeckx (1982) at the Dutch-and French-language Catholic universities of Leuven/Louvain, who together have trained about half of Belgian physicians.', 'The philosopher Leo Apostel\'s ""atheistic religiosity"" was seminal in this respect (Apostel 1998).', 'In May 2013, Christian de Duve, an emeritus professor of the Universitͩ Catholique de Louvain and Nobel laureate of medicine, ailing but not moribund, chose ""rational"" death by euthanasia at the age of 95 after giving a valedictory interview announcing and justifying his decision.']"
2422	2422	"['It is difficult to conceive of assistance to die, or indeed conventional palliative care, unless patients are informed of the imminence of their death (Bernheim 1996;#AUTHOR_TAG et al. 2008;Tariman et al. 2010).', 'Some patients express wishes of abbreviation of suffering at the end of their life, but when the time comes, they do not want to be informed of the imminence of their death (Bernheim 1996(Bernheim , 2001Pardon et al. 2012a).', 'This chosen ignorance prevents patients from being assisted as they might wish if they knew their prognosis.', 'Such situations create a conflict between patient autonomy and physician beneficence.', 'An attempt to resolve such deadlocks by a so-called parental/ filial ""physician-patient information and communication covenant"" (ICC) has been proposed.', ""Parental is to be distinguished from paternalistic: In the former case it is the patient who takes the initiative to assume a filial position and who asks the doctor to be parental, whereas in the latter it is the doctor's initiative."", 'The parental/filial situation realises what is called ""weak"" paternalism.', 'A doctor-patient relationship is (strongly) paternalistic only when it is the physician who decides it to be such.', 'The ICC is an agreement on (1) the level of information and degree of joint decision-making that the patient wants and (2) on his or her wishes and advance directives for the end of life.', 'It can best be negotiated early in the physician-patient relationship and is always renegotiable (Bernheim 1996(Bernheim , 2001.', 'Such an approach has been validated by later studies on the preferences of advanced cancer patients for information and involvement in decision-making (Pardon et al. 2012a, b, c).']"
2423	2423	"['In the United Kingdom, palliative care was introduced with one of its stated aims being to prevent euthanasia (Saunders 1976).', 'This was not at all so in Belgium: An initial major motive for the introduction of palliative care was also to promote the acceptability of euthanasia (Bernheim 1990(Bernheim , 1996Distelmans 2010).', 'The Belgian founders of palliative care, authors JB and WD and others, deemed euthanasia unethical if it was conducted for lack of adequate palliative care services but supported euthanasia as a means for offering patients real choices.', 'A number of later PC workers tended to be proponents of palliative care only, who opposed euthanasia (e.g., Zuster Lͩontine 1995;Desmet 2000;#AUTHOR_TAG and Van den Eynden 2009), and single-issue euthanasia campaigners also emerged across the community.', 'The latter were not opposed to palliative care but only to ""futile palliative doggedness.""', 'They felt that a prolonged dying with palliative care was unacceptable to those suffering individuals who preferred a rapid, self-willed death (Van den Enden 1995).']"
2424	2424	"['This said, the ""translation"" of scientific evidence into health policy is a complex process that is subject to inertia and cultural impediments (Liverani, Hawkins, and Parkhurst 2013).', 'The eventual acceptance of medical ethical developments after prolonged professional and political opposition is not without historical precedents, for example, contraception, assisted procreation, and abortion.', 'Just as the European Association for Palliative Care (EAPC) so far rejects legal euthanasia (Materstvedt et al. 2012), the International Federation of Gynecology and Obstetrics (FIGO) has opposed abortion for many decades.', 'However, in 1998 it took the position that all women must have access to professionally performed abortion.', 'FIGO now states ""neither society, nor members of the health care team responsible for counseling women, have the right to impose their religious or cultural convictions regarding abortion on those whose attitudes are different"" (FIGO 2013, 104) and concludes that ""the Committee recommend[s] that after appropriate counselling, a woman [has] the right to have access to medical or surgical induced abortion, and that the health care service [has] an obligation to provide such services as safely as possible"" (FIGO 2013, 105;#AUTHOR_TAG et al. 2013).', 'But also here, in addition to philosophical motives, pragmatic motives have been operating: Another important objective of FIGO was to lift abortion out of clandestine illegal activity, to let it be performed in medically correct conditions and so ensure that abortion is safe and accessible.', 'Similarly, illegal clandestine end-of-life practices, performed without peer control, as documented in Belgium before the euthanasia law and elsewhere (Kuhse et al. 1997;Deliens et al. 2000;Mitchell and Owens 2003) can be considered more worrying than even imperfectly regulated legal euthanasia.', 'Evidently, bioethical evolutions come about more readily when ethical and pragmatic motives coincide and operate synergistically.']"
2425	2425	"['The distinction between the intention of life-ending and compassionate intensification of symptom treatment is often blurred (#AUTHOR_TAG, Kerridge, and Ankeny 2008).', ""In 1934 Dr. Dawson, King George V's personal physician, seems to have had no qualms recording that, in the face of respiratory failure and in the interest of his patient's dignity, he had nudged him over the edge with opiates (Ramsay 1994).""]"
2426	2426	"['However, this pluralism is more than institutional: It has also been internalised at an individual level by much of the population.', '(Secular humanism is understood here to be as that suggested by writers such as H.T. Engelhardt, a physician and a philosopher: an ethics of separation between the personal and the public domain, a core ethics originating in the Enlightenment, positing a common language between ""moral foreigners"" [Engelhardt 1991].)', 'Catholic physicians (most of whom prefer to call themselves ""Christian"" when given the choice) abbreviate lives no less than their free-thinking colleagues when it is upon patients\' request, and they tend to do less (compassionate) life abbreviation without explicit request (Deliens et al. 2000;Bernheim 2002).', 'It is probable that this Catholic modernity is connected with the enthusiasm for the concept of ""personalism"" as proposed by Catholic thinkers such as Mounier (1949), Ladri��re (2004), Janssens (1957, #AUTHOR_TAG (1974), andSchillebeeckx (1982) at the Dutch-and French-language Catholic universities of Leuven/Louvain, who together have trained about half of Belgian physicians.', 'The philosopher Leo Apostel\'s ""atheistic religiosity"" was seminal in this respect (Apostel 1998).', 'In May 2013, Christian de Duve, an emeritus professor of the Universitͩ Catholique de Louvain and Nobel laureate of medicine, ailing but not moribund, chose ""rational"" death by euthanasia at the age of 95 after giving a valedictory interview announcing and justifying his decision.']"
2427	2427	"['The law provides a reassuring procedural framework that helps with observing the ethical requirements to respect patient autonomy, to act beneficently, and to do no harm (#AUTHOR_TAGand van der Wal 2003;De Keyser 2003).', 'We also endeavour to show a high level of respect for the person concerned, for the importance of his or her life and significance of his or her death, and for his or her choice of the time and manner of dying.', 'This is in line with Dutch epidemiological data (Swarte et al. 2003).', ""The family's appreciation is usually manifest, even when, as is often the case, they have had prior reservations about euthanasia."", 'Another satisfaction, and one we share with many Benelux oncologists, is the (admittedly so far statistically unproven) impression that patients who are assured euthanasia if and when they judge the time has come tend to live longer than their counterparts dying conventionally.', 'For example, some patients agree to lifeprolonging treatment only on condition that, if nontolerated adverse effects occur, they will be granted euthanasia.', ""One of author JB's patients testified to this in a documentary: She accepted whole-brain irradiation for multiple cancer metastases only on that condition and lived for almost another year (Van de Velde 2012). 2 For author WD, euthanasia is above all a choice by a competent and well-informed patient (and not a decision by the physician), so that all the doctor has to do is decide for himself or herself whether to participate-that is, to be instrumentally and actively involved in the process of euthanasia."", 'The process before euthanasia is intensive (informative and deliberative), and the performing of euthanasia is a final professional act.', 'JB, an atheist, feels drained after euthanasia, but relieved, and satisfied to have served autonomy and quality of life, which in the framework of his progressive evolutionary worldview (Bernheim 1999a;Heylighen and Bernheim 2000a, b) has a transcendental meaningfulness.', ""In your experience, do personal worldview, values, and beliefs determine physicians' attitudes towards euthanasia and its practice?""]"
